51302642751,bae,42,217
51302661880,bef,297,299
51302667060,acf,34,257
51302714019,adf,144,238
51302773758,efe,63,280
51302798576,fda,6,98
51302833889,fgg,285,117
51302861768,ded,65,196
51302944911,dgd,54,93
51302948848,dea,58,206
51303023279,dgg,277,82
51303025114,ggb,269,94
51303028705,egb,150,42
51303073786,afe,1,249
51303075776,gbf,283,124
51303076902,gag,201,242
51303097514,afb,217,90
51303103385,afe,146,263
51303119766,gfg,209,180
51303176013,dee,287,142
51303187112,dgb,103,5
51303190612,dde,287,243
51303198911,bdd,99,176
51303231175,bdb,121,148
51303247285,ggb,137,78
51303267479,fcb,117,234
51303285089,cfg,103,45
51303296704,ddf,14,86
51303302550,ecf,20,188
51303305596,eeb,111,10
51303308649,dcf,106,121
51303378452,aee,210,278
51303384733,ade,76,166
51303419366,geb,79,144
51303425503,cfb,197,171
51303468171,eda,291,104
51303494921,fdc,24,21
51303498202,cbf,130,124
51303503832,gac,25,282
51303511363,fge,207,236
51303577473,cfd,100,21
51303591406,fcg,179,274
51303608291,cdb,177,226
51303644516,caa,146,10
51303655070,cec,154,243
51303659904,bcd,219,31
51303713291,cda,225,41
51303734555,ccf,185,168
51303736330,caa,178,9
51303775338,fgd,231,262
51303821992,cdc,16,99
51303878588,beg,192,225
51303919634,add,73,241
51303990351,cae,62,26
51303998552,bfb,30,32
51304001195,cgb,233,184
51304010029,eae,100,44
51304020625,aeb,274,284
51304050497,cbg,149,113
51304062926,ged,282,266
51304064988,cea,57,272
51304066370,fef,17,145
51304109953,ged,224,247
51304119131,ccc,200,139
51304129083,eea,18,42
51304134813,gbb,120,107
51304149108,adf,107,254
51304185136,gcb,207,157
51304230856,bfc,205,214
51304272506,eeg,232,197
51304284224,gga,267,262
51304284596,dbc,170,232
51304286672,ecg,291,27
51304308362,aef,270,22
51304320756,geg,266,291
51304346661,beg,254,261
51304409423,egc,75,90
51304418579,efg,271,253
51304458947,ddb,92,231
51304464983,bgf,270,42
51304469205,edf,159,90
51304496107,gfg,96,147
51304515145,aab,183,61
51304517650,eaf,25,129
51304523820,dcf,82,139
51304544126,dac,24,234
51304583657,aba,272,130
51304583881,bfd,254,79
51304632737,gba,234,69
51304667273,cbd,97,296
51304667599,dab,165,168
51304669406,eeb,22,10
51304674091,eaa,271,14
51304675884,ecd,168,47
51304740726,dff,160,301
51304741218,dag,121,276
51304747679,ece,62,174
51304775256,cdb,58,257
51304780897,bed,116,223
51304813303,agb,44,5
51304858576,gag,92,275
51304904720,dcc,59,12
51304925121,cea,120,261
51305023460,bdd,112,154
51305031714,ebe,241,94
51305037863,gaf,212,288
51305043673,dfg,129,15
51305065888,dgc,34,114
51305069561,aag,19,83
51305089484,dda,67,264
51305112974,fbd,22,276
51305181470,adg,24,149
51305181660,feb,78,26
51305218820,gac,195,239
51305219713,beb,226,21
51305230896,bbg,274,255
51305266145,ffa,181,7
51305269824,bdg,146,186
51305271861,edc,208,96
51305280414,afd,110,85
51305341964,efd,172,258
51305348927,ceb,79,234
51305362151,dde,200,218
51305378597,gfe,189,13
51305379372,cab,35,100
51305402561,cca,120,130
51305410046,fce,88,224
51305430604,fde,208,123
51305470416,cee,91,54
51305516597,acc,30,244
51305518917,agc,262,195
51305525174,bfe,158,249
51305564351,fec,184,170
51305577277,cfc,227,198
51305613235,cgd,141,268
51305631655,bbf,149,73
51305635360,bba,173,294
51305635653,abd,286,62
51305648454,gad,52,26
51305664140,gaa,120,29
51305679634,edg,208,153
51305710543,egg,187,272
51305715618,gab,86,16
51305721588,cec,32,279
51305733483,edc,89,112
51305743782,dab,219,196
51305751851,cag,216,287
51305758756,abe,190,60
51305758887,dgf,286,230
51305763133,dcb,294,56
51305768539,bca,155,141
51305769267,adf,140,248
51305798493,gdf,220,108
51305843098,dfe,185,66
51305853612,gge,146,229
51305892514,cad,205,223
51305902640,fab,177,122
51305927483,aba,283,114
51305957211,ebd,231,64
51305965751,egc,139,101
51305980584,eec,19,162
51306017141,deb,240,91
51306035501,edd,140,25
51306070133,bag,177,61
51306071267,ffd,56,84
51306073118,baa,192,93
51306080274,fff,239,44
51306108443,fbf,219,215
51306133225,cab,181,106
51306137668,acc,291,209
51306153025,cfa,273,217
51306167394,bbb,95,163
51306196450,dea,89,218
51306212510,bcb,30,157
51306222069,adb,109,162
51306232018,bcc,258,64
51306245550,afe,178,302
51306250610,ccd,236,29
51306259237,gdg,142,40
51306276164,dbg,81,209
51306291533,ace,296,84
51306292987,gga,89,264
51306296719,bde,115,142
51306297218,eae,140,43
51306309368,daa,49,124
51306322287,bda,96,61
51306326971,agf,217,32
51306341197,ega,123,259
51306353911,fag,246,79
51306359868,eab,76,62
51306360795,fec,235,153
51306375803,fab,97,123
51306380451,cde,197,185
51306411010,abc,96,278
51306458779,aec,158,139
51306467119,cef,209,248
51306470537,bfg,73,24
51306471608,afa,207,212
51306479648,adg,108,172
51306486638,cbe,246,146
51306507637,gaf,78,296
51306508653,fdb,88,260
51306514726,gbg,210,282
51306515491,ded,134,172
51306526298,fbd,186,320
51306533477,cgg,96,208
51306578563,bgg,178,224
51306583833,dfd,275,254
51306590240,cfd,179,22
51306597899,fcb,144,273
51306625007,agg,91,232
51306625466,cae,216,28
51306640864,eec,172,149
51306646422,ddf,249,82
51306651505,gfb,6,217
51306652668,faf,163,238
51306667683,bfe,217,246
51306672945,ged,294,200
51306701578,caf,102,139
51306734539,gad,74,24
51306752270,cgg,52,205
51306761086,eee,8,159
51306771921,ecg,178,23
51306774032,deg,249,149
51306800319,fca,244,6
51306809463,agd,225,169
51306838851,edb,248,269
51306847810,ebc,281,233
51306860669,bff,129,241
51306886645,fed,227,202
51306889517,gce,255,124
51306916914,gee,29,277
51306934840,fda,184,110
51306938752,dde,37,226
51306969554,dfb,150,126
51306972581,ffe,187,58
51307001035,aff,205,229
51307001322,abc,55,239
51307010810,bac,90,220
51307020320,ggd,45,62
51307039371,dfc,15,253
51307050062,cfd,285,25
51307065159,aeb,209,247
51307068935,abg,217,11
51307081331,ggg,124,147
51307081586,dff,207,270
51307153622,cgc,292,25
51307156142,ebg,146,69
51307164829,cdf,78,240
51307189658,cbe,248,131
51307201014,edg,132,122
51307205920,fbb,106,110
51307226075,bce,136,171
51307227441,gff,32,151
51307231991,efg,265,268
51307233760,dad,268,269
51307241216,abf,281,117
51307249923,ecb,77,180
51307265448,eaf,69,109
51307273454,agc,236,161
51307293160,aaa,53,126
51307297502,faa,239,66
51307321915,dce,199,95
51307333178,acd,214,118
51307335389,afc,275,61
51307336139,ace,47,78
51307337875,gcf,18,49
51307353016,aff,265,233
51307369150,ggg,255,120
51307378986,fee,206,142
51307397985,gfc,242,129
51307402014,gae,264,8
51307420322,efc,100,265
51307422498,eed,49,199
51307447245,cac,16,155
51307489868,cab,193,102
51307513170,ffe,51,56
51307516719,dbc,101,255
51307551444,bfc,36,231
51307583617,aad,206,165
51307612807,eac,86,224
51307615160,cad,85,194
51307639157,ebd,257,74
51307678820,dbe,165,37
51307689840,age,229,155
51307717212,dga,230,252
51307722205,ebd,111,78
51307727001,gca,245,39
51307738499,dbf,293,256
51307744731,def,123,43
51307760136,gbd,270,10
51307785661,bbe,79,99
51307794962,ggc,15,260
51307796465,gef,10,71
51307809074,bcg,13,141
51307815100,fcf,297,281
51307843321,dba,49,239
51307848992,ade,142,154
51307919496,dae,189,127
51307923195,acg,116,258
51307970262,bab,30,13
51308003103,fda,261,130
51308044950,ede,139,11
51308045619,bea,190,200
51308067601,baf,87,72
51308086241,dgc,92,92
51308105407,fec,53,157
51308105981,gcc,202,98
51308108790,adc,136,153
51308113080,bec,31,99
51308122331,fdd,202,47
51308122734,ffc,83,55
51308145610,fac,170,76
51308162448,fcd,166,41
51308165835,ced,160,71
51308193793,gea,94,120
51308196968,fgf,167,193
51308200995,faf,216,218
51308227251,aee,174,247
51308279440,aed,50,274
51308285329,fad,217,101
51308309936,efa,23,259
51308335745,ebb,138,35
51308337149,egd,255,46
51308360697,dbf,88,296
51308363893,ccb,206,128
51308369701,aad,9,138
51308376316,gdb,102,175
51308384119,gdc,185,131
51308408433,ddb,124,261
51308424395,fed,14,204
51308427867,aaf,103,263
51308438622,dbd,134,204
51308442909,bga,251,253
51308450812,cff,292,248
51308456197,cfe,84,110
51308465448,bge,185,267
51308469469,gbe,145,206
51308487837,cdg,162,179
51308488155,gcd,159,213
51308491155,gda,12,11
51308504404,dcg,285,259
51308507119,ded,76,144
51308507948,bbc,197,201
51308508969,gef,15,83
51308512400,dag,18,317
51308524130,bbc,29,213
51308536338,acf,285,272
51308546651,agd,96,182
51308562677,gge,280,231
51308622392,ccg,135,260
51308623159,cga,22,24
51308625386,gdg,4,41
51308625763,ebf,242,206
51308634300,geg,89,270
51308635944,dbb,288,264
51308655969,abd,93,52
51308665277,afb,288,100
51308680159,bbd,232,207
51308703957,afe,174,268
51308706242,eca,38,111
51308720556,cce,173,68
51308739525,gba,261,73
51308743525,ebg,291,60
51308746983,bee,82,283
51308753959,ecf,38,206
51308760050,bdc,284,170
51308802268,ffb,73,156
51308813960,eea,265,36
51308853094,ccc,11,119
51308854255,gcg,4,44
51308872062,egc,263,86
51308881725,ffg,208,52
51308898915,aff,205,239
51308913702,fge,148,217
51308914048,dgd,272,100
51308916664,abb,279,38
51308924255,efg,205,249
51308928804,eba,172,248
51308954030,ddc,46,68
51308990478,bdf,189,116
51309011600,aac,74,87
51309039034,agd,228,178
51309051296,dfa,281,55
51309051701,cdd,177,55
51309059195,ffb,191,151
51309072159,fdf,130,179
51309079159,aae,12,10
51309082705,eeb,213,9
51309085497,fbg,15,189
51309086815,acg,144,304
51309090413,beb,116,21
51309095982,adc,59,125
51309100707,fea,220,239
51309112885,bfb,70,35
51309115564,cbc,204,170
51309117002,aca,249,55
51309122119,gfc,44,113
51309134905,eff,260,144
51309140930,bgd,198,36
51309145276,edb,185,260
51309149821,afg,14,53
51309155827,bfa,152,18
51309176694,fgb,280,242
51309184595,cbg,8,128
51309196309,ege,79,176
51309216977,bff,31,236
51309230162,edg,234,141
51309247072,ffd,64,75
51309255314,bcf,148,58
51309261851,aga,265,171
51309280354,efb,107,179
51309301593,cfg,255,47
51309311427,gbc,148,237
51309314587,eaf,134,112
51309331680,ead,136,56
51309336008,bef,193,263
51309344644,dfc,53,265
51309358794,eag,168,178
51309389350,dbg,291,190
51309420654,dba,293,236
51309436107,bgb,157,227
51309441451,gdd,259,198
51309452196,fbc,107,279
51309452644,gba,34,62
51309453462,baa,184,86
51309497708,aee,188,212
51309502024,caa,24,8
51309505105,fgc,138,131
51309513286,bae,175,219
51309541898,fda,99,144
51309560476,gfa,13,241
51309582815,age,226,159
51309584274,ccb,34,130
51309588436,aeg,93,223
51309589290,fbe,97,224
51309593308,gfd,5,81
51309600438,aed,212,320
51309629026,bab,48,12
51309661817,ebe,155,76
51309664884,eea,166,42
51309669543,fdg,184,206
51309671905,aga,79,147
51309673371,dec,155,231
51309674656,cge,37,122
51309690461,fba,65,198
51309691782,daf,290,47
51309692025,gde,34,119
51309718055,eef,82,17
51309724465,fef,295,126
51309729369,dgb,1,5
51309759876,dca,299,252
51309763735,eag,53,158
51309771206,ddg,248,202
51309773093,fge,114,219
51309802910,gbd,131,10
51309821910,cbb,281,213
51309824368,egf,108,39
51309826080,edd,156,21
51309827025,ffa,41,5
51309840790,gce,8,114
51309849111,fgb,202,212
51309859734,ada,121,143
51309875265,fdf,257,209
51309892972,cgb,275,207
51309899657,dcc,65,12
51309900019,aaa,200,148
51309915136,ddd,45,165
51309915242,bbf,210,82
51309915250,aea,101,146
51309918445,feb,191,20
51309939905,cgf,39,104
51309957493,fae,1,63
51309957790,aag,72,71
51309967943,dge,154,119
51309978872,bed,214,243
51310008709,aab,134,54
51310046151,def,61,43
51310054539,ddg,262,212
51310056018,bec,2,99
51310056817,ecd,145,50
51310068316,bdc,285,159
51310072021,dae,256,133
51310092769,dbg,148,190
51310095023,dad,71,277
51310118494,bad,129,16
51310122229,gag,106,255
51310123618,cbf,208,138
51310124427,acb,121,129
51310142478,ddc,47,63
51310147968,bea,231,204
51310174229,cdb,73,274
51310212537,ced,272,73
51310230457,ace,254,66
51310261036,fcb,267,251
51310273382,ead,141,46
51310279727,bef,252,281
51310304012,ebg,231,55
51310312709,bfd,251,79
51310314220,ecd,92,44
51310344489,gge,265,217
51310373602,gcc,10,106
51310400801,ebb,28,37
51310415521,cda,57,42
51310417805,cba,192,136
51310428405,gec,5,29
51310460419,gbf,34,135
51310510181,adg,24,190
51310539218,dgf,287,202
51310544036,dcb,33,63
51310553077,dee,154,130
51310554015,gfa,254,238
51310556884,cfb,255,203
51310566856,eab,177,68
51310567482,gcb,1,186
51310585961,aca,46,48
51310589940,ddg,235,171
51310598811,fde,147,135
51310685218,fca,30,5
51310740067,gdf,141,102
51310744643,fcc,245,108
51310749740,aga,70,154
51310755251,fef,244,100
51310760492,dae,43,158
51310817495,deb,286,87
51310851319,cfc,119,219
51310857700,fae,175,65
51310897598,ecc,142,28
51310920924,gdd,253,160
51310937175,gec,124,24
51310938178,gga,8,261
51310942700,edd,264,24
51310967952,eae,260,43
51310974699,dcb,269,69
51311000686,dag,74,355
51311022378,efd,180,206
51311034600,abd,257,56
51311067570,bca,66,112
51311075546,dfe,117,72
51311076726,ggb,209,75
51311084831,fcf,102,334
51311088852,egd,142,44
51311113966,gaf,115,313
51311116778,cgd,223,273
51311136103,ead,39,51
51311149348,gfb,220,258
51311155803,deg,263,126
51311176685,dfb,241,134
51311188590,baf,242,78
51311190731,bgc,190,5
51311210116,dcf,152,144
51311245633,ded,74,133
51311285659,bdc,252,143
51311297291,cac,53,147
51311305754,ecf,153,170
51311308918,fce,48,259
51311316360,bee,215,333
51311328272,cef,142,275
51311331686,fbb,286,113
51311364273,cee,165,54
51311370074,eaa,270,16
51311384915,dcd,272,141
51311387844,eff,38,116
51311388805,ggb,277,78
51311399335,gdg,28,33
51311402042,edd,162,19
51311405487,aba,26,107
51311406874,dde,177,232
51311411150,bgg,262,188
51311427650,gbg,207,256
51311440985,ceb,92,259
51311467075,ecg,83,24
51311474044,caf,106,143
51311478537,bfg,211,27
51311495059,agg,116,229
51311498970,ceg,123,12
51311504057,cbf,146,138
51311549034,abg,215,12
51311584341,bed,219,238
51311588771,gfe,175,12
51311596101,add,284,253
51311614519,dac,196,205
51311644099,ffb,264,157
51311653011,feg,45,287
51311683854,agf,34,27
51311726029,cab,132,110
51311735702,ecd,132,50
51311745442,cab,164,113
51311753338,ege,10,153
51311795327,eag,233,146
51311809093,ead,134,49
51311810345,bed,183,240
51311837648,cee,281,46
51311845655,cad,123,184
51311849842,ecd,27,51
51311862776,add,280,298
51311874147,dgf,116,187
51311885614,fdc,32,21
51311909992,gfg,188,142
51311926391,cbb,265,206
51311971504,dbf,281,331
51311994788,gee,113,313
51312057951,gcc,273,95
51312061175,deg,6,148
51312072067,cfa,67,240
51312089769,gcg,96,45
51312090613,gfc,120,93
51312095797,bab,223,12
51312126031,fcd,170,44
51312135508,baa,104,68
51312180707,cfe,276,116
51312188638,egc,242,81
51312228083,ebd,108,85
51312230256,ccc,162,102
51312265614,ggd,200,54
51312303696,fgg,81,109
51312322620,dgg,42,65
51312330838,ece,185,180
51312346736,eca,297,108
51312350159,fga,25,33
51312365515,agb,228,5
51312390998,cec,210,329
51312391534,dcd,236,136
51312405391,bda,154,70
51312411050,dec,113,256
51312436825,eda,137,107
51312451833,fee,297,142
51312453050,cgf,179,104
51312466026,beg,295,287
51312470728,bbg,195,204
51312481953,ggb,212,68
51312485026,eba,9,272
51312508479,dbf,111,291
51312528113,eeg,11,208
51312531593,dgf,282,175
51312547180,bdd,70,137
51312554014,bad,94,15
51312556654,eac,216,194
51312592782,adb,218,179
51312618253,ggf,175,238
51312647204,gbb,260,102
51312672900,eea,200,46
51312684955,aag,66,84
51312688676,efe,192,277
51312692808,abb,192,36
51312727340,abf,285,129
51312737812,gde,167,138
51312752279,geb,193,144
51312752670,gcg,286,41
51312785840,ebc,115,267
51312795419,dga,63,204
51312821387,egc,202,70
51312825645,egb,190,43
51312827658,bgg,270,218
51312839549,fff,12,47
51312852677,dff,62,299
51312870595,abf,169,112
51312877986,cea,66,224
51312902670,dee,108,107
51312925981,beb,288,22
51312970917,aad,38,110
51312979440,bac,226,239
51312986431,dgc,273,87
51313012616,gca,152,36
51313016414,bdb,75,174
51313018335,fef,125,96
51313047426,egd,233,51
51313073863,fgd,32,256
51313111892,efa,49,259
51313120839,bgf,146,40
51313161384,dfg,236,13
51313211229,eae,213,40
51313215177,dab,60,160
51313234701,gaa,77,23
51313273896,bdb,155,142
51313288397,fef,259,78
51313291766,fce,64,282
51313296355,cee,86,53
51313310234,gcd,78,185
51313319876,fdd,88,45
51313327119,gbg,76,294
51313343477,egc,200,65
51313347588,bag,206,68
51313359297,fcg,26,221
51313374855,edc,41,126
51313376715,ccf,26,176
51313392316,gcd,61,210
51313398549,cde,94,196
51313405450,cbe,33,128
51313424407,fdb,275,244
51313432047,bcd,127,32
51313482609,gea,221,140
51313482903,cgb,200,219
51313497430,ffe,139,44
51313517791,aac,224,94
51313552270,bgb,15,261
51313573237,aee,166,252
51313581450,dcg,197,230
51313589854,bge,182,232
51313590704,aec,219,115
51313599923,ddg,174,182
51313602840,cdc,9,91
51313612162,dca,80,211
51313615617,gac,214,260
51313635044,eab,158,70
51313640338,cec,109,345
51313672099,dff,37,239
51313676526,ffe,221,36
51313682177,egg,75,225
51313683881,aef,239,25
51313688361,ddg,290,174
51313695238,egc,203,59
51313709020,fgg,50,122
51313717623,dgd,142,83
51313723405,faf,93,237
51313724995,geg,156,224
51313762765,aea,52,118
51313765522,abb,244,42
51313850495,bcb,13,174
51313850678,dad,140,268
51313856655,dbe,177,29
51313859653,edg,85,129
51313900274,cbd,276,343
51313902120,gbg,286,258
51313904202,gaf,156,331
51313911633,edf,107,80
51313944621,afc,182,62
51313963681,cga,68,21
51313968076,fbf,101,197
51313989585,gae,179,7
51313995085,bbe,16,103
51314027657,gce,187,92
51314039618,ecb,10,144
51314049936,aff,108,255
51314064557,gec,231,27
51314070317,ecc,32,26
51314071373,eaf,5,132
51314086788,bac,83,248
51314088878,bde,15,120
51314089560,bba,291,338
51314106656,agb,125,5
51314131778,dfa,231,64
51314151097,ecd,261,47
51314172906,bab,195,10
51314174467,dbc,25,295
51314220408,fae,150,57
51314243750,cag,212,338
51314268202,cfe,167,138
51314273216,dge,98,139
51314277906,gbe,275,164
51314279197,faf,293,263
51314284847,aeb,110,209
51314294591,def,166,43
51314341034,bbb,130,143
51314341826,fag,286,83
51314379777,egd,279,56
51314409655,abd,92,64
51314415353,eac,269,161
51314461785,dgc,185,100
51314465857,ddf,146,65
51314480984,fca,196,5
51314501838,dag,150,362
51314517116,ade,101,152
51314518459,gab,53,15
51314521822,gda,217,10
51314548143,efc,70,267
51314569331,fgd,97,286
51314616687,cca,136,153
51314616784,cae,152,29
51314624959,bdb,8,166
51314628925,bbe,261,97
51314632985,aag,24,91
51314642910,deg,205,137
51314657206,ccd,127,32
51314668339,fde,148,148
51314669209,ega,225,233
51314674122,cge,277,112
51314692101,bec,34,98
51314695751,adb,39,189
51314717578,geb,10,152
51314723580,cgg,293,215
51314734713,bdf,293,126
51314743922,dde,44,201
51314746245,eec,220,153
51314769886,cfg,134,54
51314779243,bec,157,95
51314793348,bac,97,275
51314816991,dfe,209,62
51314829995,dbb,188,264
51314853315,ggd,8,44
51314854656,bea,37,177
51314866080,ccc,198,103
51314881611,ggg,267,98
51314900475,bga,77,273
51314921583,eba,212,250
51314942894,eed,103,177
51314945020,agf,214,30
51314946805,bcc,33,58
51314968239,cdd,204,52
51314987161,bdg,10,174
51314989411,ffd,263,78
51315019431,fac,191,88
51315021537,bef,203,227
51315042669,aeg,1,260
51315046986,afd,138,74
51315063341,ced,202,64
51315071923,dda,195,269
51315073763,afa,40,222
51315093649,ede,282,10
51315103501,baf,219,92
51315130178,acc,125,248
51315154464,agc,59,132
51315155095,gcf,159,58
51315204900,abc,42,219
51315240861,fab,134,130
51315247550,gff,98,154
51315253752,bca,193,119
51315270644,dcc,99,13
51315276461,cbg,92,134
51315303879,adf,227,228
51315309015,fbc,89,298
51315314723,gea,26,127
51315324548,bff,28,191
51315327813,fbf,59,202
51315338810,aaf,199,268
51315378194,ebf,98,185
51315403491,gbc,63,194
51315412193,eee,188,133
51315420752,cdg,146,189
51315423075,adc,244,146
51315446325,dfd,272,233
51315448184,afb,59,97
51315463262,ggc,1,234
51315512455,aab,11,54
51315552435,gcc,20,91
51315563303,ecf,132,161
51315575916,bda,207,72
51315592515,cfd,242,23
51315625161,bgb,105,234
51315627893,bba,268,392
51315635610,fgc,57,142
51315638640,dbc,214,348
51315695740,acd,170,122
51315723363,ggf,177,268
51315750328,bfe,90,287
51315754439,abe,82,51
51315801053,fbd,292,371
51315817658,cbc,86,193
51315829119,cfb,250,235
51315840469,dfb,278,116
51315845050,gbd,141,10
51315845596,gac,53,270
51315857001,cgf,62,112
51315863090,ccb,16,106
51315875962,deb,245,87
51315893211,dbd,34,199
51315895834,fga,16,37
51315951035,gdb,55,178
51315961243,gdf,275,117
51315989342,bdf,112,107
51315993679,dea,44,213
51316004196,ega,242,221
51316025797,cdf,6,201
51316055368,aff,53,214
51316069809,add,99,244
51316075583,gce,157,107
51316102736,bbc,174,253
51316107271,def,177,42
51316114947,gcb,176,176
51316116902,ace,137,60
51316118220,ead,197,55
51316158234,bea,25,159
51316174227,dfc,195,312
51316175508,cbd,167,401
51316175617,gbf,10,128
51316190460,ged,46,190
51316197998,cff,280,228
51316259120,edd,239,17
51316262793,gcf,123,60
51316274174,ffb,61,149
51316274382,dag,295,354
51316277029,daa,281,116
51316283238,fdc,243,16
51316283747,eec,211,142
51316287911,dce,145,84
51316303409,fca,84,5
51316308714,eae,285,47
51316314606,eae,200,52
51316319229,aaa,178,143
51316320151,bfa,203,19
51316357097,cag,167,290
51316360623,ccf,262,184
51316404747,gad,132,24
51316411295,ace,138,61
51316431360,bgb,182,250
51316436849,ada,60,132
51316478067,cgc,296,21
51316499312,ecf,164,173
51316534502,bcg,5,135
51316541599,fbe,78,224
51316547759,dae,70,137
51316570395,bbf,140,94
51316571483,gac,31,256
51316573829,fde,188,128
51316595112,aba,73,86
51316620150,ecd,42,42
51316637777,ddg,67,156
51316643147,ggf,107,273
51316647685,faa,290,55
51316708029,ffa,6,5
51316718635,cdc,124,101
51316723305,eec,62,167
51316736449,cae,13,23
51316769925,dcc,278,14
51316792555,cda,37,41
51316804130,adb,97,215
51316832709,aee,69,259
51316878218,cce,201,56
51316884633,fbg,184,189
51316892783,eff,84,129
51316901062,fff,2,52
51316929667,cdd,266,56
51316938228,cgb,195,214
51317011965,bbc,149,270
51317032958,dbc,53,323
51317035807,ffc,180,58
51317039609,ebg,296,61
51317071560,gge,199,201
51317080093,efg,105,266
51317103996,bab,44,9
51317124216,dgd,51,78
51317129666,cge,173,113
51317135688,afg,284,45
51317136588,ccg,85,309
51317147542,cee,210,55
51317148016,bac,184,264
51317157727,cgd,264,267
51317187891,gef,89,78
51317190709,gfb,230,278
51317205454,bce,111,150
51317226450,ecc,295,20
51317230572,cfe,121,154
51317256505,gbg,204,270
51317297365,geg,227,188
51317328256,aad,99,88
51317334480,dcb,130,76
51317335105,aea,12,96
51317350667,acf,233,282
51317371636,ffg,1,47
51317374090,bgg,192,257
51317402333,bfc,111,184
51317431276,ggg,12,91
51317438589,fdf,136,175
51317467550,dff,199,203
51317477960,gag,132,255
51317494402,ebb,246,33
51317496012,afd,104,64
51317497642,bdb,160,137
51317504187,feb,99,18
51317517176,fcf,172,384
51317519714,ggc,75,278
51317562587,acg,291,361
51317569059,dbg,87,159
51317590795,eeg,227,176
51317620405,gec,129,22
51317622200,bcf,207,59
51317635200,fgf,75,181
51317638888,fec,278,166
51317643286,eab,274,82
51317644915,bgd,232,38
51317648539,fad,262,82
51317653523,gge,150,186
51317662355,afa,102,237
51317669115,ffd,201,81
51317676696,afe,230,289
51317685546,bab,212,10
51317697139,fcb,131,208
51317701543,fdd,180,40
51317711376,dca,3,175
51317731479,cgb,268,194
51317736411,bcb,299,177
51317738349,fed,289,224
51317762443,efd,73,222
51317766546,eac,227,144
51317788275,ccd,68,28
51317810068,fbb,211,132
51317815946,bfb,149,35
51317816948,cfc,95,197
51317868554,gbg,191,272
51317875599,eaf,159,114
51317887851,gfd,72,90
51317903370,acb,210,145
51317916346,gde,200,136
51317917871,fea,75,250
51317919002,bdb,21,113
51317936727,dec,271,243
51317997486,fab,143,122
51318004741,caf,287,114
51318018745,caa,259,7
51318050906,aae,225,10
51318065102,abc,21,197
51318089065,ged,228,214
51318093385,cbc,156,177
51318110949,agd,177,201
51318142224,fde,249,129
51318146294,bbd,266,223
51318155415,dde,278,160
51318155541,adb,59,208
51318163847,ddb,146,307
